City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp (C),Max Temp (F)
423,ancud,-41.8697,-73.8203,283.52,71,0,2.5,CL,1707725910,10.370000000000005,50.66600000000001
424,ambon,-3.6954,128.1814,304.23,66,40,2.57,ID,1707725740,31.08000000000004,87.94400000000007
425,geraldton,-28.7667,114.6,300.38,61,0,9.26,AU,1707725912,27.230000000000018,81.01400000000004
426,kapa'a,22.0752,-159.319,294.14,84,0,3.6,US,1707725807,20.99000000000001,69.78200000000001
427,mwinilunga,-11.7358,24.4293,300.07,55,100,0.37,ZM,1707725913,26.920000000000016,80.45600000000003
428,sungailiat,-1.85,106.1333,301.16,82,52,5.2,ID,1707725914,28.010000000000048,82.41800000000009
429,mount gambier,-37.8333,140.7667,301.21,24,0,2.67,AU,1707725914,28.060000000000002,82.50800000000001
430,fregenal de la sierra,38.1692,-6.6537,285.13,97,84,4.06,ES,1707725915,11.980000000000018,53.564000000000036
431,zhangye,38.9342,100.4517,282.27,15,3,2.25,CN,1707725763,9.120000000000005,48.41600000000001
432,pauini,-7.7136,-66.9764,296.33,100,100,0.48,BR,1707725916,23.180000000000007,73.72400000000002
433,crixas,-14.5489,-49.9692,293.51,94,100,1.08,BR,1707725918,20.360000000000014,68.64800000000002
434,belmonte,-15.8631,-38.8828,296.08,98,88,1.08,BR,1707725918,22.930000000000007,73.27400000000002
435,turinskaya sloboda,57.6232,64.3858,260.89,87,80,3.84,RU,1707725919,-12.259999999999991,9.932000000000016
436,berdigestyakh,62.0989,126.6992,250.15,99,100,0.42,RU,1707725920,-22.99999999999997,-9.399999999999949
437,plastun,44.7561,136.2939,270.16,87,22,1.17,RU,1707725921,-2.9899999999999523,26.618000000000087
438,san luis de la loma,17.2706,-100.8939,296.4,83,79,0.84,MX,1707725922,23.25,73.85
439,lushun,38.8,121.2667,281.27,66,0,4.94,CN,1707725745,8.120000000000005,46.61600000000001
440,bayugan,8.7561,125.7675,297.77,93,100,2.24,PH,1707725923,24.620000000000005,76.316
441,holmsund,63.706,20.3641,250.12,77,93,2.06,SE,1707725924,-23.029999999999973,-9.45399999999995
442,betioky,-23.7167,44.3833,305.89,48,99,2.84,MG,1707725924,32.74000000000001,90.93200000000002
443,huarmey,-10.0681,-78.1522,297.34,85,96,3.29,PE,1707725925,24.189999999999998,75.542
444,pacific grove,36.6177,-121.9166,281.85,90,0,1.54,US,1707725823,8.700000000000045,47.66000000000008
445,afaahiti,-17.75,-149.2833,299.08,86,100,4.36,PF,1707725926,25.930000000000007,78.674
446,talnakh,69.4865,88.3972,241.5,90,25,1.84,RU,1707725927,-31.649999999999977,-24.969999999999956
447,chonchi,-42.6128,-73.8092,282.66,94,0,1.02,CL,1707725795,9.510000000000048,49.11800000000009
448,las palmas,28.4204,-14.0131,289.59,82,20,4.12,ES,1707725928,16.439999999999998,61.592
449,tubarjal,30.4999,38.216,288.59,47,45,6.04,SA,1707725929,15.439999999999998,59.791999999999994
450,forster,-32.1667,152.5167,299.42,78,10,4.78,AU,1707725720,26.27000000000004,79.28600000000007
451,sao joao da barra,-21.6403,-41.0511,294.95,96,3,1.27,BR,1707725930,21.80000000000001,71.24000000000002
452,roma,43.2128,-75.4557,274.58,79,95,0.45,US,1707725931,1.4300000000000068,34.57400000000001
453,martapura,-3.4167,114.85,301.2,83,40,1.03,ID,1707725932,28.05000000000001,82.49000000000002
454,chardara,41.2547,67.9692,280.46,54,100,4.14,KZ,1707725932,7.310000000000002,45.158
455,siwa oasis,29.2041,25.5195,292.07,15,100,2.38,EG,1707725933,18.920000000000016,66.05600000000003
456,happy valley-goose bay,53.3168,-60.3315,272.32,100,100,3.6,CA,1707725934,-0.8299999999999841,30.50600000000003
457,kameshkovo,56.3481,41.0047,264.66,94,100,3.4,RU,1707725934,-8.489999999999952,16.718000000000085
458,lethem,3.3803,-59.7968,297.78,68,50,5.07,GY,1707725935,24.629999999999995,76.33399999999999
459,pizarro,4.9533,-77.366,298.5,92,56,1.84,CO,1707725936,25.350000000000023,77.63000000000004
460,guinticgan,11.5641,123.1236,299.64,78,14,8.94,PH,1707725936,26.49000000000001,79.68200000000002
461,nogliki,51.8333,143.1667,263.34,86,99,4.02,RU,1707725937,-9.810000000000002,14.341999999999995
462,williamson,30.6502,-97.6003,280.03,78,100,8.23,US,1707725937,6.8799999999999955,44.38399999999999
463,fortuna,40.5982,-124.1573,283.67,96,100,0.0,US,1707725938,10.520000000000039,50.93600000000007
464,northam,51.0333,-4.2167,279.6,79,3,4.0,GB,1707725939,6.4500000000000455,43.610000000000085
465,al hawatah,13.4167,34.6333,303.28,24,62,3.24,SD,1707725939,30.129999999999995,86.234
466,mariental,-24.6333,17.9667,305.72,21,29,2.32,NA,1707725826,32.57000000000005,90.62600000000009
467,tonga,-20.0,-175.0,300.81,87,100,6.94,TO,1707725940,27.660000000000025,81.78800000000004
468,grand falls-windsor,48.9332,-55.6649,274.54,94,100,1.32,CA,1707725919,1.3900000000000432,34.50200000000008
469,camana,-16.6228,-72.7111,296.58,90,100,1.78,PE,1707725941,23.430000000000007,74.174
470,maraba,-5.3686,-49.1178,298.25,100,0,1.03,BR,1707725942,25.100000000000023,77.18000000000004
471,freetown,8.484,-13.2299,299.34,77,1,2.37,SL,1707725943,26.189999999999998,79.142
472,thinadhoo,0.5333,72.9333,298.72,89,100,7.61,MV,1707725943,25.57000000000005,78.0260000000001
473,north bay,46.3168,-79.4663,270.9,100,40,1.54,CA,1707725670,-2.25,27.95
474,burang,30.25,81.1667,270.58,28,0,2.6,CN,1707725944,-2.569999999999993,27.374000000000013
475,iquique,-20.2208,-70.1431,294.17,75,100,1.41,CL,1707725945,21.02000000000004,69.83600000000007
476,la junta,37.985,-103.5438,266.31,93,0,6.69,US,1707725712,-6.839999999999975,19.688000000000045
477,argo,37.6333,22.7333,286.92,66,46,3.13,GR,1707725947,13.770000000000039,56.78600000000007
478,yaiza,28.9633,-13.7631,290.02,82,20,3.6,ES,1707725948,16.870000000000005,62.36600000000001
479,youghal,51.95,-7.8506,275.71,100,6,2.44,IE,1707725948,2.5600000000000023,36.608000000000004
480,abu dhabi,24.4667,54.3667,295.34,80,40,4.12,AE,1707725823,22.189999999999998,71.942
481,daru,-9.0763,143.2092,301.11,82,100,2.39,PG,1707725949,27.960000000000036,82.32800000000006
482,pimentel,-6.8367,-79.9342,297.31,83,75,5.66,PE,1707725950,24.160000000000025,75.48800000000004
483,kannangad,12.3081,75.1063,305.73,38,31,4.78,IN,1707725951,32.58000000000004,90.64400000000008
484,praia,14.9215,-23.5087,293.45,83,20,2.57,CV,1707725951,20.30000000000001,68.54000000000002
485,walvis bay,-22.9575,14.5053,294.68,68,0,0.0,NA,1707725826,21.53000000000003,70.75400000000005
486,ekibastuz,51.6667,75.3667,262.35,50,33,7.08,KZ,1707725952,-10.799999999999955,12.56000000000008
487,langsa,4.4683,97.9683,303.4,62,88,3.2,ID,1707725953,30.25,86.45
488,takoradi,4.8845,-1.7554,301.86,80,71,1.73,GH,1707725954,28.710000000000036,83.67800000000007
489,karatau,43.1667,70.4667,272.61,98,100,2.5,KZ,1707725954,-0.5399999999999636,31.028000000000066
490,kloulklubed,7.0419,134.2556,301.43,83,5,9.47,PW,1707725955,28.28000000000003,82.90400000000005
491,pisco,-13.7,-76.2167,297.18,78,40,0.51,PE,1707725956,24.03000000000003,75.25400000000005
492,vrangel',42.7297,133.0839,274.07,83,60,3.14,RU,1707725956,0.9200000000000159,33.65600000000003
493,nikel,69.4128,30.222,260.25,98,100,2.1,RU,1707725957,-12.899999999999977,8.78000000000004
494,summerside,46.3959,-63.7876,274.34,93,16,3.09,CA,1707725958,1.1899999999999977,34.141999999999996
495,katabu,-4.9333,122.5167,300.5,87,100,1.92,ID,1707725958,27.350000000000023,81.23000000000005
496,olyokminsk,60.3736,120.4264,250.63,90,99,3.12,RU,1707725959,-22.519999999999982,-8.535999999999966
497,floro,61.5996,5.0328,278.19,65,75,9.26,NO,1707725960,5.0400000000000205,41.07200000000004
498,lazaro cardenas,17.9583,-102.2,294.51,87,13,1.83,MX,1707725961,21.360000000000014,70.44800000000002
499,xinyuan,37.3,99.0,271.59,22,12,4.34,CN,1707725962,-1.5600000000000023,29.191999999999997
500,cabinda,-5.55,12.2,300.85,78,94,2.42,AO,1707725962,27.700000000000045,81.86000000000008
501,cidreira,-30.1811,-50.2056,296.2,95,38,0.88,BR,1707725963,23.05000000000001,73.49000000000002
